player,matches_played,total_runs,balls_faced,total_4s,total_6s,extras_given,runs_given,wickets_taken,overs_bowled,player_code
SC Ganguly,38.0,1031.0,977.0,104.0,36.0,8.0,273.0,9.0,36.5,1
BB McCullum,90.0,2256.0,1777.0,230.0,103.0,0.0,0.0,0.0,0.0,2
RT Ponting,8.0,77.0,112.0,3.0,2.0,0.0,0.0,0.0,0.0,3
DJ Hussey,57.0,1271.0,1051.0,87.0,58.0,18.0,485.0,10.0,53.833333333333336,4
Mohammad Hafeez,8.0,64.0,84.0,7.0,2.0,10.0,71.0,2.0,10.5,5
R Dravid,75.0,1964.0,1731.0,239.0,26.0,0.0,0.0,0.0,0.0,6
W Jaffer,8.0,130.0,129.0,14.0,3.0,0.0,0.0,0.0,0.0,7
V Kohli,233.0,7565.0,5888.0,670.0,257.0,17.0,357.0,4.0,42.0,8
JH Kallis,89.0,2359.0,2205.0,249.0,44.0,122.0,2218.0,68.0,284.1666666666667,9
CL White,40.0,778.0,630.0,64.0,28.0,5.0,84.0,1.0,6.666666666666667,10
MV Boucher,22.0,389.0,314.0,32.0,13.0,0.0,0.0,0.0,0.0,11
B Akhil,10.0,63.0,48.0,5.0,4.0,9.0,224.0,7.0,30.0,12
AA Noffke,1.0,9.0,12.0,1.0,0.0,6.0,41.0,1.0,4.166666666666667,13
P Kumar,54.0,333.0,310.0,22.0,17.0,217.0,3079.0,94.0,404.3333333333333,14
Z Khan,27.0,117.0,141.0,11.0,2.0,157.0,2648.0,108.0,348.3333333333333,15
SB Joshi,2.0,6.0,16.0,0.0,0.0,0.0,82.0,1.0,9.166666666666666,16
PA Patel,114.0,2462.0,2099.0,317.0,43.0,0.0,0.0,0.0,0.0,17
ML Hayden,32.0,1107.0,839.0,121.0,44.0,0.0,0.0,0.0,0.0,18
MEK Hussey,53.0,1862.0,1524.0,186.0,51.0,0.0,0.0,0.0,0.0,19
MS Dhoni,194.0,4511.0,3357.0,318.0,216.0,0.0,0.0,0.0,0.0,20
SK Raina,188.0,5239.0,3929.0,484.0,197.0,40.0,1054.0,30.0,140.66666666666666,21
JDP Oram,10.0,106.0,107.0,6.0,5.0,19.0,329.0,12.0,38.666666666666664,22
S Badrinath,58.0,1210.0,1059.0,133.0,24.0,0.0,0.0,0.0,0.0,23
K Goel,16.0,218.0,239.0,17.0,9.0,2.0,94.0,0.0,11.166666666666666,24
JR Hopes,18.0,404.0,310.0,48.0,10.0,22.0,536.0,13.0,57.333333333333336,25
KC Sangakkara,62.0,1476.0,1259.0,169.0,24.0,0.0,0.0,0.0,0.0,26
Yuvraj Singh,98.0,2103.0,1680.0,175.0,112.0,24.0,736.0,24.0,94.66666666666667,27
SM Katich,11.0,241.0,191.0,26.0,8.0,0.0,0.0,0.0,0.0,28
IK Pathan,73.0,1064.0,902.0,83.0,36.0,122.0,2440.0,93.0,316.1666666666667,29
T Kohli,3.0,11.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,30
YK Pathan,143.0,2990.0,2160.0,242.0,151.0,66.0,1347.0,38.0,181.83333333333334,31
SR Watson,132.0,3595.0,2706.0,350.0,174.0,154.0,2520.0,97.0,323.1666666666667,32
M Kaif,21.0,251.0,253.0,21.0,6.0,0.0,0.0,0.0,0.0,33
DS Lehmann,2.0,18.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,34
RA Jadeja,162.0,2575.0,2069.0,187.0,89.0,118.0,4417.0,155.0,579.0,35
M Rawat,10.0,50.0,59.0,4.0,1.0,0.0,0.0,0.0,0.0,36
D Salunkhe,3.0,33.0,24.0,5.0,0.0,10.0,80.0,1.0,8.5,37
SK Warne,26.0,196.0,210.0,14.0,6.0,57.0,1418.0,56.0,195.83333333333334,38
SK Trivedi,14.0,42.0,61.0,3.0,1.0,99.0,1787.0,63.0,237.0,39
G Gambhir,140.0,3935.0,3280.0,462.0,55.0,0.0,0.0,0.0,0.0,40
V Sehwag,97.0,2413.0,1630.0,299.0,91.0,3.0,227.0,6.0,22.0,41
S Dhawan,212.0,6546.0,5280.0,749.0,146.0,7.0,63.0,3.0,7.166666666666667,42
L Ronchi,5.0,34.0,37.0,6.0,1.0,0.0,0.0,0.0,0.0,43
ST Jayasuriya,30.0,768.0,573.0,84.0,39.0,21.0,396.0,16.0,50.166666666666664,44
DJ Thornely,4.0,39.0,54.0,2.0,2.0,2.0,40.0,3.0,7.333333333333333,45
RV Uthappa,149.0,3760.0,2918.0,366.0,144.0,0.0,0.0,0.0,0.0,46
PR Shah,8.0,87.0,92.0,8.0,2.0,0.0,0.0,0.0,0.0,47
AM Nayar,39.0,570.0,468.0,46.0,20.0,7.0,237.0,6.0,28.0,48
SM Pollock,8.0,147.0,116.0,12.0,8.0,10.0,307.0,13.0,46.666666666666664,49
Harbhajan Singh,82.0,752.0,581.0,69.0,39.0,168.0,3912.0,151.0,550.1666666666666,50
S Chanderpaul,3.0,25.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,51
LRPL Taylor,45.0,884.0,705.0,59.0,43.0,1.0,24.0,0.0,2.1666666666666665,52
AC Gilchrist,73.0,2010.0,1486.0,231.0,91.0,0.0,0.0,1.0,0.16666666666666666,53
Y Venugopal Rao,48.0,913.0,795.0,71.0,34.0,9.0,324.0,7.0,36.0,54
VVS Laxman,17.0,238.0,229.0,30.0,3.0,0.0,0.0,0.0,0.0,55
A Symonds,34.0,955.0,763.0,72.0,41.0,38.0,687.0,23.0,89.0,56
RG Sharma,239.0,6317.0,4922.0,573.0,269.0,24.0,462.0,16.0,58.166666666666664,57
SB Styris,10.0,131.0,134.0,10.0,3.0,8.0,278.0,9.0,37.0,58
AS Yadav,6.0,49.0,40.0,5.0,2.0,0.0,0.0,0.0,0.0,59
SB Bangar,7.0,49.0,58.0,1.0,3.0,9.0,221.0,6.0,25.5,60
WPUJC Vaas,11.0,81.0,73.0,2.0,3.0,19.0,364.0,22.0,48.0,61
RP Singh,24.0,50.0,74.0,2.0,1.0,138.0,1891.0,80.0,239.0,62
WP Saha,137.0,2841.0,2283.0,291.0,82.0,0.0,0.0,0.0,0.0,63
LR Shukla,32.0,405.0,357.0,33.0,16.0,29.0,458.0,17.0,54.333333333333336,64
DPMD Jayawardene,61.0,1458.0,1196.0,156.0,35.0,0.0,0.0,0.0,0.0,65
S Sohal,17.0,333.0,273.0,32.0,16.0,0.0,0.0,0.0,0.0,66
B Lee,17.0,122.0,97.0,8.0,8.0,79.0,1020.0,29.0,140.33333333333334,67
PP Chawla,82.0,564.0,515.0,50.0,19.0,145.0,4964.0,195.0,618.8333333333334,68
WA Mota,8.0,56.0,76.0,2.0,0.0,4.0,98.0,4.0,12.5,69
Kamran Akmal,6.0,128.0,78.0,13.0,8.0,0.0,0.0,0.0,0.0,70
Shahid Afridi,9.0,81.0,46.0,7.0,6.0,17.0,237.0,9.0,30.833333333333332,71
DJ Bravo,105.0,1513.0,1215.0,115.0,64.0,249.0,4203.0,198.0,521.1666666666666,72
MA Khote,3.0,24.0,22.0,2.0,1.0,1.0,52.0,2.0,5.0,73
A Nehra,15.0,30.0,50.0,2.0,1.0,92.0,2041.0,102.0,267.3333333333333,74
GC Smith,25.0,697.0,637.0,88.0,9.0,0.0,0.0,0.0,0.0,75
Pankaj Singh,5.0,7.0,12.0,0.0,0.0,19.0,472.0,11.0,51.833333333333336,76
RR Sarwan,4.0,73.0,78.0,6.0,1.0,0.0,0.0,0.0,0.0,77
S Sreesanth,9.0,33.0,48.0,6.0,0.0,86.0,971.0,36.0,120.66666666666667,78
VRV Singh,2.0,4.0,3.0,1.0,0.0,18.0,549.0,16.0,61.833333333333336,79
SS Tiwary,60.0,1158.0,1006.0,85.0,40.0,0.0,0.0,0.0,0.0,80
DS Kulkarni,20.0,104.0,113.0,7.0,2.0,147.0,2468.0,91.0,305.3333333333333,81
R Vinay Kumar,34.0,248.0,230.0,17.0,7.0,90.0,2560.0,100.0,299.1666666666667,82
AB Agarkar,18.0,179.0,160.0,13.0,5.0,61.0,1132.0,31.0,129.66666666666666,83
M Kartik,9.0,75.0,73.0,5.0,0.0,50.0,927.0,30.0,130.5,84
I Sharma,20.0,56.0,66.0,4.0,2.0,216.0,2991.0,87.0,370.3333333333333,85
AM Rahane,135.0,3599.0,2997.0,371.0,83.0,0.0,5.0,1.0,1.0,86
Shoaib Malik,5.0,52.0,49.0,5.0,0.0,10.0,87.0,2.0,9.666666666666666,87
MK Tiwary,63.0,1271.0,1138.0,120.0,26.0,5.0,83.0,1.0,7.5,88
KD Karthik,223.0,4571.0,3458.0,439.0,153.0,0.0,0.0,0.0,0.0,89
R Bhatia,36.0,257.0,226.0,20.0,9.0,56.0,1635.0,70.0,216.83333333333334,90
MF Maharoof,14.0,177.0,124.0,12.0,9.0,38.0,532.0,33.0,73.5,91
VY Mahesh,5.0,15.0,28.0,0.0,0.0,31.0,487.0,21.0,57.5,92
TM Srivastava,3.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,93
B Chipli,17.0,237.0,209.0,24.0,6.0,0.0,20.0,0.0,1.0,94
DW Steyn,31.0,152.0,156.0,12.0,3.0,171.0,2422.0,97.0,356.1666666666667,95
DB Das,20.0,281.0,242.0,22.0,15.0,0.0,0.0,0.0,0.0,96
MK Pandey,131.0,3282.0,2758.0,279.0,95.0,0.0,0.0,0.0,0.0,97
HH Gibbs,36.0,886.0,837.0,83.0,31.0,0.0,0.0,0.0,0.0,98
DNT Zoysa,2.0,11.0,9.0,1.0,0.0,4.0,100.0,2.0,11.5,99
D Kalyankrishna,1.0,3.0,8.0,0.0,0.0,3.0,88.0,2.0,8.333333333333334,100
SE Marsh,63.0,2336.0,1776.0,252.0,74.0,0.0,0.0,0.0,0.0,101
SA Asnodkar,19.0,423.0,352.0,56.0,10.0,0.0,0.0,0.0,0.0,102
Sohail Tanvir,5.0,36.0,31.0,3.0,1.0,29.0,275.0,24.0,44.166666666666664,103
Salman Butt,7.0,193.0,172.0,30.0,2.0,0.0,0.0,0.0,0.0,104
BJ Hodge,46.0,1075.0,868.0,93.0,34.0,15.0,233.0,10.0,28.5,105
Umar Gul,4.0,39.0,19.0,1.0,5.0,32.0,198.0,14.0,25.5,106
AB Dinda,9.0,8.0,26.0,0.0,0.0,69.0,1066.0,37.0,141.5,107
SP Fleming,10.0,196.0,171.0,27.0,3.0,0.0,0.0,0.0,0.0,108
S Vidyut,8.0,145.0,115.0,21.0,3.0,1.0,22.0,1.0,2.1666666666666665,109
JA Morkel,61.0,921.0,670.0,59.0,51.0,142.0,2253.0,88.0,284.0,110
AB de Villiers,160.0,4862.0,3287.0,394.0,232.0,0.0,0.0,0.0,0.0,111
LPC Silva,3.0,40.0,27.0,5.0,1.0,0.0,21.0,0.0,1.0,112
DB Ravi Teja,22.0,333.0,288.0,30.0,9.0,0.0,28.0,1.0,3.0,113
Misbah-ul-Haq,8.0,117.0,82.0,10.0,6.0,0.0,0.0,0.0,0.0,114
YV Takawale,10.0,192.0,183.0,26.0,3.0,0.0,0.0,0.0,0.0,115
RR Raje,5.0,20.0,18.0,1.0,1.0,14.0,214.0,7.0,24.0,116
PJ Sangwan,13.0,25.0,45.0,1.0,0.0,84.0,1229.0,42.0,146.66666666666666,117
Mohammad Asif,2.0,3.0,6.0,0.0,0.0,18.0,307.0,9.0,33.166666666666664,118
GD McGrath,2.0,4.0,5.0,1.0,0.0,14.0,366.0,14.0,54.833333333333336,119
Joginder Sharma,5.0,36.0,30.0,1.0,2.0,19.0,421.0,13.0,45.333333333333336,120
MS Gony,14.0,99.0,75.0,6.0,8.0,65.0,1238.0,35.0,143.0,121
M Muralitharan,8.0,15.0,22.0,1.0,0.0,113.0,1571.0,63.0,236.83333333333334,122
M Ntini,2.0,11.0,19.0,2.0,0.0,19.0,257.0,8.0,35.5,123
DT Patil,2.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,124
A Kumble,15.0,35.0,49.0,3.0,0.0,62.0,1089.0,49.0,163.83333333333334,125
S Anirudha,10.0,129.0,112.0,9.0,7.0,0.0,0.0,0.0,0.0,126
MM Patel,11.0,38.0,39.0,5.0,0.0,56.0,1624.0,74.0,212.83333333333334,127
CK Kapugedera,3.0,16.0,24.0,0.0,0.0,0.0,49.0,0.0,2.8333333333333335,128
A Chopra,6.0,53.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,129
T Taibu,3.0,31.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,130
J Arunkumar,3.0,23.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,131
PP Ojha,17.0,15.0,43.0,0.0,0.0,135.0,2256.0,91.0,303.6666666666667,132
SP Goswami,20.0,287.0,304.0,31.0,3.0,0.0,0.0,0.0,0.0,133
SR Tendulkar,72.0,2082.0,1827.0,263.0,25.0,2.0,59.0,0.0,6.166666666666667,134
U Kaul,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,135
TM Dilshan,44.0,995.0,899.0,119.0,22.0,4.0,305.0,4.0,38.666666666666664,136
A Mishra,51.0,338.0,402.0,28.0,4.0,117.0,3967.0,168.0,535.5,137
AD Mascarenhas,10.0,74.0,74.0,5.0,1.0,7.0,313.0,13.0,43.5,138
NK Patel,6.0,121.0,124.0,14.0,1.0,0.0,0.0,0.0,0.0,139
LA Pomersbach,16.0,302.0,251.0,25.0,13.0,0.0,0.0,0.0,0.0,140
Iqbal Abdulla,12.0,76.0,77.0,8.0,1.0,34.0,978.0,40.0,133.5,141
Younis Khan,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,142
PM Sarvesh Kumar,1.0,1.0,2.0,0.0,0.0,1.0,42.0,1.0,5.166666666666667,143
DP Vijaykumar,1.0,1.0,1.0,0.0,0.0,13.0,205.0,4.0,26.5,144
Shoaib Akhtar,1.0,2.0,8.0,0.0,0.0,4.0,54.0,5.0,7.666666666666667,145
Abdur Razzak,1.0,0.0,2.0,0.0,0.0,6.0,29.0,0.0,2.3333333333333335,146
H Das,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,147
DR Smith,84.0,2275.0,1731.0,228.0,115.0,36.0,788.0,26.0,87.66666666666667,148
SD Chitnis,7.0,90.0,83.0,9.0,2.0,8.0,62.0,2.0,6.333333333333333,149
CRD Fernando,2.0,4.0,3.0,0.0,0.0,27.0,306.0,19.0,41.5,150
VS Yeligati,1.0,2.0,2.0,0.0,0.0,8.0,61.0,0.0,5.333333333333333,151
L Balaji,12.0,35.0,49.0,2.0,1.0,118.0,1969.0,78.0,244.66666666666666,152
A Mukund,2.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,153
RR Powar,6.0,56.0,51.0,6.0,1.0,37.0,426.0,13.0,61.833333333333336,154
JP Duminy,69.0,1898.0,1549.0,123.0,77.0,41.0,748.0,22.0,105.16666666666667,155
A Flintoff,3.0,62.0,57.0,5.0,2.0,1.0,106.0,2.0,11.0,156
T Thushara,4.0,12.0,19.0,0.0,0.0,12.0,164.0,10.0,24.0,157
JD Ryder,5.0,56.0,49.0,9.0,0.0,8.0,121.0,5.0,17.333333333333332,158
KP Pietersen,30.0,869.0,653.0,85.0,32.0,10.0,197.0,9.0,27.5,159
T Henderson,2.0,11.0,16.0,0.0,1.0,1.0,41.0,1.0,6.0,160
Kamran Khan,1.0,3.0,5.0,0.0,0.0,20.0,201.0,14.0,26.5,161
RS Bopara,22.0,531.0,468.0,39.0,16.0,25.0,301.0,13.0,35.5,162
CH Gayle,135.0,4570.0,3302.0,379.0,318.0,68.0,709.0,13.0,88.5,163
MC Henriques,49.0,903.0,741.0,76.0,25.0,46.0,1203.0,42.0,150.33333333333334,164
R Bishnoi,3.0,19.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,165
FH Edwards,2.0,4.0,5.0,0.0,0.0,16.0,160.0,6.0,25.0,166
KV Sharma,35.0,328.0,269.0,20.0,16.0,66.0,2030.0,78.0,238.0,167
PC Valthaty,18.0,458.0,388.0,55.0,18.0,8.0,190.0,7.0,23.333333333333332,168
RJ Quiney,7.0,103.0,105.0,12.0,3.0,0.0,0.0,0.0,0.0,169
AS Raut,16.0,194.0,172.0,13.0,7.0,1.0,45.0,0.0,5.0,170
Yashpal Singh,4.0,47.0,67.0,5.0,0.0,0.0,0.0,0.0,0.0,171
M Manhas,19.0,267.0,242.0,24.0,2.0,0.0,0.0,0.0,0.0,172
AA Bilakhia,7.0,69.0,88.0,5.0,0.0,0.0,0.0,0.0,0.0,173
AN Ghosh,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,174
BAW Mendis,2.0,1.0,2.0,0.0,0.0,11.0,228.0,7.0,29.333333333333332,175
DL Vettori,16.0,121.0,118.0,11.0,2.0,23.0,796.0,29.0,114.83333333333333,176
MN van Wyk,5.0,167.0,135.0,19.0,1.0,0.0,0.0,0.0,0.0,177
RE van der Merwe,13.0,155.0,137.0,11.0,8.0,25.0,478.0,20.0,68.66666666666667,178
TL Suman,33.0,588.0,513.0,44.0,23.0,2.0,182.0,6.0,23.333333333333332,179
Shoaib Ahmed,3.0,1.0,6.0,0.0,0.0,3.0,154.0,5.0,17.166666666666668,180
GR Napier,1.0,15.0,16.0,1.0,0.0,1.0,28.0,1.0,4.0,181
KP Appanna,3.0,2.0,4.0,0.0,0.0,10.0,237.0,10.0,30.666666666666668,182
LA Carseldine,5.0,81.0,71.0,11.0,0.0,1.0,6.0,1.0,1.1666666666666667,183
NV Ojha,86.0,1477.0,1271.0,118.0,74.0,0.0,0.0,0.0,0.0,184
SM Harwood,2.0,9.0,14.0,0.0,0.0,13.0,74.0,3.0,11.166666666666666,185
M Vijay,97.0,2369.0,1990.0,224.0,83.0,1.0,49.0,0.0,6.166666666666667,186
SB Jakati,5.0,28.0,30.0,3.0,0.0,50.0,1310.0,48.0,163.5,187
DA Warner,174.0,6339.0,4662.0,643.0,225.0,1.0,2.0,0.0,0.3333333333333333,188
RJ Harris,20.0,113.0,108.0,5.0,3.0,76.0,1001.0,43.0,131.33333333333334,189
D du Preez,1.0,10.0,13.0,0.0,0.0,1.0,56.0,4.0,7.166666666666667,190
M Morkel,18.0,125.0,91.0,11.0,5.0,119.0,1876.0,80.0,253.0,191
AD Mathews,23.0,425.0,348.0,34.0,15.0,20.0,655.0,15.0,76.83333333333333,192
J Botha,25.0,376.0,336.0,34.0,5.0,32.0,722.0,22.0,102.0,193
C Nanda,1.0,0.0,1.0,0.0,0.0,3.0,58.0,2.0,8.333333333333334,194
SL Malinga,17.0,62.0,84.0,4.0,3.0,268.0,3259.0,173.0,458.3333333333333,195
Mashrafe Mortaza,1.0,2.0,2.0,0.0,0.0,5.0,59.0,1.0,4.666666666666667,196
A Singh,5.0,2.0,10.0,0.0,0.0,31.0,580.0,30.0,73.83333333333333,197
GJ Bailey,31.0,579.0,453.0,50.0,17.0,0.0,0.0,0.0,0.0,198
AB McDonald,9.0,123.0,103.0,9.0,4.0,4.0,263.0,14.0,31.333333333333332,199
Y Nagar,17.0,221.0,197.0,15.0,9.0,5.0,100.0,4.0,9.666666666666666,200
SS Shaikh,1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,201
R Ashwin,82.0,748.0,655.0,56.0,27.0,225.0,4917.0,178.0,703.1666666666666,202
Mohammad Ashraful,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,203
CA Pujara,22.0,390.0,403.0,50.0,4.0,0.0,0.0,0.0,0.0,204
OA Shah,19.0,476.0,382.0,33.0,21.0,0.0,0.0,0.0,0.0,205
Anirudh Singh,4.0,63.0,69.0,6.0,1.0,0.0,0.0,0.0,0.0,206
Jaskaran Singh,4.0,8.0,11.0,0.0,0.0,12.0,174.0,6.0,18.5,207
AP Tare,25.0,331.0,265.0,39.0,11.0,0.0,0.0,0.0,0.0,208
AT Rayudu,174.0,4137.0,3283.0,344.0,167.0,0.0,0.0,0.0,0.0,209
R Sathish,23.0,260.0,228.0,22.0,5.0,6.0,202.0,4.0,20.0,210
R McLaren,12.0,108.0,132.0,8.0,0.0,38.0,532.0,13.0,59.0,211
AA Jhunjhunwala,13.0,207.0,199.0,17.0,5.0,3.0,108.0,1.0,12.5,212
P Dogra,12.0,127.0,141.0,4.0,5.0,0.0,0.0,0.0,0.0,213
A Uniyal,2.0,4.0,7.0,0.0,0.0,3.0,67.0,3.0,6.333333333333333,214
MS Bisla,36.0,769.0,704.0,89.0,23.0,0.0,0.0,0.0,0.0,215
YA Abdulla,1.0,0.0,1.0,0.0,0.0,17.0,311.0,15.0,37.0,216
EJG Morgan,69.0,1311.0,1096.0,101.0,62.0,0.0,0.0,0.0,0.0,217
JM Kemp,2.0,26.0,25.0,1.0,1.0,7.0,58.0,3.0,7.833333333333333,218
S Tyagi,1.0,3.0,4.0,0.0,0.0,20.0,304.0,6.0,36.666666666666664,219
RS Gavaskar,1.0,2.0,8.0,0.0,0.0,0.0,8.0,0.0,1.0,220
SE Bond,1.0,1.0,2.0,0.0,0.0,7.0,225.0,9.0,31.833333333333332,221
KA Pollard,160.0,3331.0,2349.0,213.0,219.0,114.0,2028.0,76.0,246.16666666666666,222
S Ladda,2.0,0.0,10.0,0.0,0.0,3.0,212.0,5.0,22.333333333333332,223
DP Nannes,2.0,4.0,13.0,0.0,0.0,78.0,741.0,37.0,107.5,224
MJ Lumb,12.0,278.0,198.0,45.0,6.0,0.0,0.0,0.0,0.0,225
DR Martyn,1.0,19.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,226
S Narwal,4.0,37.0,29.0,6.0,0.0,8.0,203.0,6.0,18.833333333333332,227
AB Barath,3.0,42.0,43.0,5.0,1.0,0.0,0.0,0.0,0.0,228
Bipul Sharma,14.0,139.0,93.0,8.0,7.0,18.0,418.0,18.0,56.833333333333336,229
FY Fazal,10.0,167.0,164.0,19.0,1.0,0.0,20.0,1.0,2.0,230
AC Voges,7.0,181.0,143.0,15.0,3.0,2.0,76.0,1.0,9.333333333333334,231
MD Mishra,11.0,166.0,149.0,18.0,6.0,0.0,0.0,0.0,0.0,232
UT Yadav,45.0,191.0,197.0,16.0,8.0,231.0,4128.0,157.0,497.0,233
J Theron,4.0,10.0,13.0,1.0,0.0,20.0,274.0,11.0,34.666666666666664,234
SJ Srivastava,3.0,4.0,4.0,0.0,0.0,27.0,390.0,11.0,43.333333333333336,235
