player,matches_played,total_runs,balls_faced,total_4s,total_6s,extras_given,runs_given,wickets_taken,overs_bowled,player_code
JM Bairstow,50.0,1589.0,1132.0,166.0,69.0,0.0,0.0,0.0,0.0,469
KMA Paul,5.0,18.0,26.0,1.0,1.0,23.0,239.0,10.0,30.0,470
Rasikh Salam,6.0,40.0,40.0,5.0,0.0,14.0,341.0,9.0,34.5,471
N Pooran,72.0,1769.0,1143.0,113.0,127.0,0.0,0.0,0.0,0.0,472
P Ray Barman,1.0,19.0,25.0,2.0,0.0,0.0,56.0,0.0,4.0,473
SM Curran,48.0,883.0,673.0,74.0,37.0,77.0,1924.0,62.0,205.66666666666666,474
GC Viljoen,3.0,3.0,7.0,0.0,0.0,19.0,229.0,8.0,24.333333333333332,475
Avesh Khan,9.0,41.0,25.0,3.0,3.0,101.0,2010.0,81.0,231.66666666666666,476
S Lamichhane,1.0,0.0,1.0,0.0,0.0,6.0,297.0,14.0,35.166666666666664,477
RD Chahar,21.0,126.0,125.0,13.0,5.0,58.0,2106.0,74.0,275.1666666666667,478
HF Gurney,1.0,1.0,5.0,0.0,0.0,8.0,239.0,7.0,28.166666666666668,479
SD Lad,1.0,15.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,480
AS Joseph,5.0,27.0,32.0,3.0,0.0,38.0,707.0,22.0,75.66666666666667,481
R Parag,58.0,1173.0,909.0,84.0,60.0,7.0,307.0,5.0,30.166666666666668,482
MJ Santner,11.0,70.0,77.0,4.0,3.0,17.0,428.0,16.0,61.666666666666664,483
JL Denly,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,484
LS Livingstone,39.0,939.0,609.0,66.0,66.0,11.0,395.0,11.0,44.5,485
KK Ahmed,5.0,1.0,7.0,0.0,0.0,110.0,1918.0,78.0,224.16666666666666,486
AJ Turner,6.0,24.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,487
Harpreet Brar,24.0,233.0,201.0,19.0,9.0,32.0,907.0,25.0,115.33333333333333,488
SE Rutherford,9.0,106.0,107.0,3.0,8.0,6.0,60.0,1.0,7.666666666666667,489
Y Prithvi Raj,1.0,0.0,1.0,0.0,0.0,3.0,57.0,1.0,5.5,490
P Simran Singh,34.0,756.0,528.0,78.0,41.0,0.0,0.0,0.0,0.0,491
JL Pattinson,2.0,15.0,13.0,2.0,0.0,10.0,321.0,11.0,37.0,492
A Nortje,13.0,49.0,51.0,6.0,0.0,91.0,1614.0,62.0,182.83333333333334,493
T Banton,2.0,18.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,494
LH Ferguson,6.0,67.0,47.0,6.0,2.0,63.0,1355.0,52.0,152.5,495
D Padikkal,64.0,1559.0,1323.0,170.0,42.0,0.0,0.0,0.0,0.0,496
YBK Jaiswal,52.0,1607.0,1095.0,199.0,64.0,0.0,6.0,0.0,0.16666666666666666,497
RD Gaikwad,65.0,2380.0,1781.0,217.0,91.0,0.0,0.0,0.0,0.0,498
TU Deshpande,4.0,21.0,15.0,2.0,1.0,91.0,1275.0,46.0,138.5,499
Abdul Samad,39.0,579.0,408.0,37.0,36.0,5.0,113.0,2.0,9.166666666666666,500
PK Garg,19.0,273.0,247.0,16.0,9.0,0.0,0.0,0.0,0.0,501
JR Philippe,5.0,78.0,80.0,9.0,1.0,0.0,0.0,0.0,0.0,502
Kartik Tyagi,6.0,13.0,16.0,1.0,0.0,45.0,720.0,16.0,76.33333333333333,503
KL Nagarkoti,7.0,22.0,34.0,1.0,0.0,7.0,287.0,5.0,30.833333333333332,504
CV Varun,10.0,25.0,49.0,2.0,0.0,81.0,2042.0,85.0,270.6666666666667,505
I Udana,4.0,15.0,11.0,1.0,1.0,12.0,286.0,8.0,30.333333333333332,506
Ravi Bishnoi,14.0,32.0,52.0,2.0,0.0,77.0,1861.0,68.0,243.33333333333334,507
Shahbaz Ahmed,37.0,536.0,467.0,28.0,25.0,25.0,850.0,21.0,91.5,508
AT Carey,3.0,32.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,509
N Jagadeesan,10.0,162.0,155.0,21.0,2.0,0.0,0.0,0.0,0.0,510
T Natarajan,2.0,3.0,5.0,0.0,0.0,101.0,1975.0,75.0,230.5,511
P Dubey,2.0,23.0,33.0,2.0,0.0,1.0,91.0,1.0,11.166666666666666,512
SS Cottrell,1.0,0.0,2.0,0.0,0.0,16.0,177.0,6.0,21.833333333333332,513
Arshdeep Singh,11.0,29.0,42.0,4.0,0.0,139.0,2097.0,84.0,242.16666666666666,514
DR Sams,13.0,44.0,48.0,1.0,3.0,39.0,528.0,15.0,64.83333333333333,515
M Jansen,12.0,66.0,71.0,5.0,2.0,67.0,732.0,22.0,81.16666666666667,516
RM Patidar,24.0,799.0,534.0,51.0,54.0,0.0,0.0,0.0,0.0,517
KA Jamieson,7.0,65.0,55.0,5.0,3.0,13.0,271.0,9.0,29.833333333333332,518
M Shahrukh Khan,37.0,553.0,413.0,35.0,37.0,1.0,16.0,0.0,2.0,519
JA Richardson,3.0,17.0,27.0,2.0,0.0,10.0,162.0,3.0,15.666666666666666,520
Lalit Yadav,21.0,305.0,301.0,27.0,7.0,11.0,430.0,11.0,49.0,521
Virat Singh,2.0,15.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,522
FA Allen,3.0,14.0,19.0,1.0,0.0,1.0,136.0,2.0,15.166666666666666,523
C Sakariya,7.0,20.0,31.0,3.0,0.0,47.0,610.0,20.0,76.66666666666667,524
DJ Malan,1.0,26.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,525
KS Bharat,8.0,199.0,168.0,12.0,8.0,0.0,0.0,0.0,0.0,526
PWH de Silva,14.0,72.0,80.0,7.0,1.0,17.0,758.0,36.0,92.83333333333333,527
VR Iyer,49.0,1326.0,1000.0,121.0,61.0,5.0,145.0,3.0,14.0,528
GD Phillips,8.0,65.0,55.0,3.0,6.0,1.0,40.0,2.0,5.166666666666667,529
GHS Garton,2.0,2.0,4.0,0.0,0.0,8.0,136.0,3.0,16.166666666666668,530
AK Markram,42.0,995.0,787.0,73.0,35.0,3.0,173.0,2.0,20.5,531
K Yadav,1.0,0.0,4.0,0.0,0.0,1.0,85.0,2.0,9.0,532
T Shamsi,1.0,2.0,4.0,0.0,0.0,3.0,148.0,2.0,16.0,533
NT Ellis,5.0,19.0,26.0,0.0,1.0,18.0,514.0,19.0,60.833333333333336,534
RV Patel,7.0,80.0,76.0,6.0,2.0,2.0,22.0,0.0,3.3333333333333335,535
TL Seifert,3.0,26.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,536
Anmolpreet Singh,9.0,139.0,117.0,19.0,3.0,0.0,0.0,0.0,0.0,537
Anuj Rawat,21.0,318.0,276.0,26.0,14.0,0.0,0.0,0.0,0.0,538
TH David,35.0,659.0,417.0,38.0,46.0,0.0,0.0,0.0,0.0,539
DP Conway,22.0,924.0,669.0,100.0,30.0,0.0,0.0,0.0,0.0,540
Tilak Varma,38.0,1156.0,830.0,90.0,58.0,1.0,28.0,0.0,3.8333333333333335,541
R Powell,22.0,360.0,254.0,21.0,28.0,3.0,35.0,1.0,3.5,542
PBB Rajapaksa,13.0,277.0,201.0,22.0,15.0,0.0,0.0,0.0,0.0,543
RA Bawa,2.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,544
OF Smith,6.0,51.0,50.0,1.0,5.0,6.0,179.0,7.0,15.833333333333334,545
A Badoni,35.0,634.0,505.0,46.0,24.0,1.0,37.0,2.0,4.166666666666667,546
PVD Chameera,7.0,43.0,32.0,3.0,3.0,29.0,442.0,11.0,49.5,547
A Manohar,15.0,231.0,181.0,21.0,10.0,0.0,0.0,0.0,0.0,548
R Shepherd,9.0,115.0,68.0,7.0,10.0,13.0,260.0,6.0,22.166666666666668,549
DJ Willey,5.0,53.0,64.0,7.0,0.0,10.0,277.0,7.0,36.833333333333336,550
D Pretorius,5.0,44.0,28.0,3.0,3.0,20.0,242.0,7.0,27.666666666666668,551
JM Sharma,36.0,730.0,501.0,53.0,45.0,0.0,0.0,0.0,0.0,552
VG Arora,7.0,9.0,17.0,0.0,0.0,48.0,598.0,20.0,69.66666666666667,553
Mukesh Choudhary,2.0,6.0,6.0,1.0,0.0,20.0,452.0,16.0,49.666666666666664,554
Umran Malik,5.0,23.0,16.0,1.0,2.0,53.0,785.0,31.0,86.5,555
D Brevis,10.0,230.0,176.0,17.0,16.0,0.0,8.0,1.0,0.5,556
B Sai Sudharsan,25.0,1034.0,770.0,95.0,32.0,0.0,0.0,0.0,0.0,557
Ramandeep Singh,13.0,170.0,106.0,8.0,13.0,6.0,64.0,6.0,7.5,558
HE van der Dussen,3.0,22.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,559
SS Prabhudessai,10.0,126.0,113.0,11.0,4.0,0.0,0.0,0.0,0.0,560
Akash Deep,3.0,19.0,12.0,2.0,1.0,16.0,324.0,8.0,29.166666666666668,561
JR Hazlewood,6.0,19.0,29.0,1.0,0.0,39.0,830.0,36.0,103.66666666666667,562
KR Sen,1.0,0.0,3.0,0.0,0.0,24.0,396.0,14.0,42.5,563
Aman Hakim Khan,10.0,115.0,109.0,8.0,6.0,0.0,13.0,0.0,1.0,564
HR Shokeen,5.0,66.0,67.0,9.0,0.0,19.0,320.0,5.0,35.5,565
Yash Dayal,1.0,0.0,1.0,0.0,0.0,55.0,933.0,31.0,102.5,566
DJ Mitchell,15.0,351.0,274.0,28.0,10.0,3.0,97.0,1.0,8.5,567
Shashank Singh,19.0,423.0,272.0,33.0,25.0,1.0,25.0,1.0,3.1666666666666665,568
B Indrajith,3.0,21.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,569
Harshit Rana,3.0,2.0,3.0,0.0,0.0,27.0,590.0,27.0,67.16666666666667,570
Mohsin Khan,5.0,25.0,27.0,2.0,1.0,35.0,698.0,27.0,84.5,571
Simarjeet Singh,3.0,7.0,8.0,0.0,0.0,23.0,265.0,10.0,32.166666666666664,572
M Theekshana,2.0,7.0,7.0,0.0,1.0,25.0,814.0,25.0,105.16666666666667,573
AS Roy,6.0,26.0,24.0,3.0,0.0,6.0,191.0,6.0,23.666666666666668,574
Fazalhaq Farooqi,2.0,3.0,13.0,0.0,0.0,12.0,229.0,6.0,27.0,575
K Kartikeya,2.0,9.0,13.0,1.0,0.0,13.0,334.0,10.0,40.166666666666664,576
RP Meredith,2.0,0.0,3.0,0.0,0.0,49.0,621.0,21.0,69.16666666666667,577
KS Sharma,3.0,16.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,578
T Stubbs,17.0,405.0,239.0,26.0,26.0,1.0,29.0,4.0,4.166666666666667,579
R Sanjay Yadav,1.0,0.0,2.0,0.0,0.0,2.0,23.0,0.0,2.3333333333333335,580
A Tomar,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,581
PN Mankad,5.0,97.0,75.0,13.0,2.0,0.0,0.0,0.0,0.0,582
OC McCoy,1.0,8.0,5.0,0.0,1.0,24.0,255.0,11.0,30.0,583
Sikandar Raza,9.0,182.0,143.0,12.0,8.0,13.0,146.0,3.0,14.666666666666666,584
Rahmanullah Gurbaz,13.0,289.0,228.0,24.0,19.0,0.0,0.0,0.0,0.0,585
KR Mayers,13.0,379.0,276.0,38.0,22.0,4.0,59.0,0.0,7.666666666666667,586
Mukesh Kumar,5.0,10.0,20.0,0.0,0.0,34.0,707.0,31.0,70.0,587
HC Brook,11.0,190.0,159.0,23.0,4.0,0.0,0.0,0.0,0.0,588
AU Rashid,2.0,22.0,17.0,2.0,1.0,0.0,91.0,2.0,10.0,589
C Green,28.0,707.0,472.0,62.0,32.0,41.0,675.0,20.0,77.0,590
N Wadhera,16.0,350.0,261.0,32.0,18.0,0.0,13.0,0.0,2.0,591
Arshad Khan,6.0,96.0,67.0,5.0,6.0,24.0,282.0,6.0,25.5,592
Abishek Porel,16.0,360.0,244.0,37.0,15.0,0.0,0.0,0.0,0.0,593
Dhruv Jurel,22.0,347.0,237.0,29.0,16.0,0.0,0.0,0.0,0.0,594
MG Bracewell,4.0,58.0,49.0,6.0,1.0,0.0,95.0,6.0,11.0,595
MW Short,6.0,117.0,99.0,15.0,4.0,1.0,25.0,0.0,4.166666666666667,596
Mohit Rathee,1.0,1.0,2.0,0.0,0.0,0.0,29.0,0.0,2.0,597
YV Dhull,3.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,598
A Zampa,3.0,10.0,17.0,0.0,0.0,4.0,281.0,11.0,33.333333333333336,599
Yudhvir Singh,4.0,22.0,16.0,1.0,2.0,9.0,125.0,4.0,12.333333333333334,600
Atharva Taide,9.0,247.0,177.0,27.0,8.0,0.0,4.0,0.0,0.16666666666666666,601
Harpreet Singh,5.0,103.0,93.0,10.0,3.0,0.0,0.0,0.0,0.0,602
Liton Das,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,603
PD Salt,21.0,653.0,385.0,74.0,34.0,0.0,0.0,0.0,0.0,604
Vijaykumar Vyshak,4.0,14.0,13.0,0.0,1.0,13.0,396.0,17.0,40.5,605
Abdul Basith,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,606
Arjun Tendulkar,1.0,13.0,9.0,0.0,1.0,13.0,117.0,4.0,13.833333333333334,607
JP Behrendorff,2.0,6.0,9.0,0.0,0.0,28.0,563.0,22.0,63.166666666666664,608
AJ Hosein,1.0,16.0,11.0,1.0,1.0,1.0,41.0,1.0,4.0,609
Naveen-ul-Haq,4.0,18.0,26.0,2.0,0.0,31.0,602.0,26.0,67.83333333333333,610
Noor Ahmad,5.0,13.0,18.0,2.0,0.0,35.0,672.0,24.0,85.5,611
JE Root,1.0,10.0,15.0,1.0,0.0,1.0,15.0,0.0,2.0,612
KM Asif,1.0,0.0,2.0,0.0,0.0,13.0,232.0,7.0,23.833333333333332,613
MD Shanaka,3.0,26.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,614
Sanvir Singh,5.0,25.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,615
Vivrant Sharma,1.0,69.0,49.0,9.0,2.0,3.0,37.0,0.0,3.5,616
DG Nalkande,2.0,12.0,12.0,0.0,1.0,7.0,150.0,6.0,14.833333333333334,617
R Ravindra,10.0,222.0,146.0,22.0,12.0,0.0,7.0,0.0,2.0,618
SD Hope,9.0,183.0,125.0,12.0,12.0,0.0,0.0,0.0,0.0,619
Sumit Kumar,3.0,18.0,26.0,2.0,1.0,2.0,38.0,0.0,3.6666666666666665,620
Azmatullah Omarzai,4.0,42.0,34.0,2.0,2.0,13.0,194.0,4.0,21.833333333333332,621
Naman Dhir,7.0,140.0,84.0,12.0,10.0,1.0,55.0,0.0,4.833333333333333,622
G Coetzee,5.0,14.0,22.0,0.0,1.0,39.0,357.0,13.0,36.0,623
SZ Mulani,1.0,1.0,1.0,0.0,0.0,3.0,57.0,0.0,5.5,624
Sameer Rizvi,5.0,51.0,43.0,4.0,2.0,0.0,0.0,0.0,0.0,625
SH Johnson,3.0,6.0,7.0,1.0,0.0,7.0,155.0,4.0,16.5,626
Akash Madhwal,1.0,4.0,5.0,0.0,0.0,24.0,431.0,22.0,46.5,627
SB Dubey,3.0,33.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,628
Mayank Dagar,1.0,0.0,1.0,0.0,0.0,7.0,205.0,2.0,23.0,629
RJW Topley,1.0,3.0,6.0,0.0,0.0,5.0,182.0,5.0,17.833333333333332,630
A Raghuvanshi,7.0,163.0,109.0,16.0,8.0,0.0,0.0,0.0,0.0,631
Ashutosh Sharma,9.0,189.0,118.0,10.0,15.0,0.0,0.0,0.0,0.0,632
Nithish Kumar Reddy,11.0,303.0,221.0,15.0,21.0,10.0,208.0,4.0,19.666666666666668,633
Saurav Chauhan,3.0,18.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,634
Kumar Kushagra,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,635
BR Sharath,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,636
WG Jacks,8.0,230.0,133.0,16.0,18.0,2.0,100.0,2.0,9.166666666666666,637
J Fraser-McGurk,9.0,330.0,150.0,32.0,28.0,0.0,0.0,0.0,0.0,638
Tanush Kotian,1.0,24.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,639
KA Maharaj,1.0,1.0,2.0,0.0,0.0,0.0,39.0,2.0,6.0,640
Arshad Khan (2),1.0,5.0,4.0,1.0,0.0,3.0,25.0,0.0,2.1666666666666665,641
R Sai Kishore,1.0,13.0,6.0,0.0,2.0,6.0,259.0,13.0,31.833333333333332,642
L Wood,1.0,9.0,3.0,0.0,1.0,3.0,94.0,1.0,6.333333333333333,643
LB Williams,1.0,1.0,2.0,0.0,0.0,13.0,74.0,1.0,7.0,644
AA Kulkarni,2.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,645
MJ Suthar,1.0,1.0,2.0,0.0,0.0,0.0,26.0,0.0,2.0,646
RJ Gleeson,1.0,2.0,2.0,0.0,0.0,5.0,72.0,1.0,8.5,647
Gulbadin Naib,1.0,19.0,15.0,1.0,1.0,0.0,12.0,0.0,1.0,648
D Ferreira,2.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,649
A Kamboj,1.0,2.0,2.0,0.0,0.0,9.0,115.0,2.0,11.333333333333334,650
T Kohler-Cadmore,3.0,48.0,54.0,7.0,1.0,0.0,0.0,0.0,0.0,651
Shivam Singh,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,652
V Viyaskanth,1.0,7.0,5.0,0.0,0.0,4.0,90.0,1.0,10.0,653
P Amarnath,0.0,0.0,0.0,0.0,0.0,5.0,241.0,7.0,22.0,654
B Geeves,0.0,0.0,0.0,0.0,0.0,1.0,91.0,2.0,8.166666666666666,655
Gagandeep Singh,0.0,0.0,0.0,0.0,0.0,1.0,142.0,3.0,14.0,656
A Nel,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,3.0,657
AM Salvi,0.0,0.0,0.0,0.0,0.0,15.0,205.0,7.0,26.0,658
RR Bose,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,659
SS Sarkar,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,4.166666666666667,660
RA Shaikh,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,661
C Ganapathy,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,662
MB Parmar,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,3.1666666666666665,663
SB Wagh,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,664
ND Doshi,0.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,8.166666666666666,665
AA Kazi,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,2.1666666666666665,666
Anand Rajan,0.0,0.0,0.0,0.0,0.0,18.0,206.0,10.0,27.0,667
RW Price,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,668
TP Sudhindra,0.0,0.0,0.0,0.0,0.0,5.0,137.0,1.0,12.333333333333334,669
BW Hilfenhaus,0.0,0.0,0.0,0.0,0.0,36.0,497.0,23.0,65.0,670
P Suyal,0.0,0.0,0.0,0.0,0.0,14.0,154.0,2.0,17.833333333333332,671
MG Neser,0.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,4.166666666666667,672
IC Pandey,0.0,0.0,0.0,0.0,0.0,24.0,559.0,18.0,74.0,673
K Santokie,0.0,0.0,0.0,0.0,0.0,4.0,91.0,3.0,8.5,674
JW Hastings,0.0,0.0,0.0,0.0,0.0,3.0,66.0,3.0,10.166666666666666,675
GS Sandhu,0.0,0.0,0.0,0.0,0.0,4.0,86.0,1.0,8.0,676
Tejas Baroka,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.5,677
SS Agarwal,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,4.0,678
NB Singh,0.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0,4.166666666666667,679
MJ Henry,0.0,0.0,0.0,0.0,0.0,5.0,183.0,3.0,17.5,680
K Khejroliya,0.0,0.0,0.0,0.0,0.0,12.0,221.0,5.0,21.5,681
L Ngidi,0.0,0.0,0.0,0.0,0.0,30.0,460.0,28.0,57.0,682
CJ Dala,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,3.1666666666666665,683
SC Kuggeleijn,0.0,0.0,0.0,0.0,0.0,2.0,71.0,2.0,8.333333333333334,684
S Midhun,0.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,2.1666666666666665,685
O Thomas,0.0,0.0,0.0,0.0,0.0,9.0,85.0,5.0,10.5,686
S Sandeep Warrier,0.0,0.0,0.0,0.0,0.0,12.0,257.0,8.0,29.333333333333332,687
CJ Green,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.8333333333333335,688
Monu Kumar,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,2.6666666666666665,689
LI Meriwala,0.0,0.0,0.0,0.0,0.0,1.0,32.0,1.0,3.1666666666666665,690
Jalaj S Saxena,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,691
Akash Singh,0.0,0.0,0.0,0.0,0.0,3.0,227.0,5.0,23.5,692
IC Porel,0.0,0.0,0.0,0.0,0.0,5.0,42.0,1.0,4.333333333333333,693
PH Solanki,0.0,0.0,0.0,0.0,0.0,1.0,39.0,2.0,6.0,694
M Pathirana,0.0,0.0,0.0,0.0,0.0,93.0,617.0,38.0,83.83333333333333,695
J Little,0.0,0.0,0.0,0.0,0.0,10.0,341.0,13.0,39.333333333333336,696
RS Hangargekar,0.0,0.0,0.0,0.0,0.0,7.0,60.0,3.0,7.166666666666667,697
NA Saini,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,2.5,698
Yash Thakur,0.0,0.0,0.0,0.0,0.0,39.0,702.0,27.0,72.0,699
Suyash Sharma,0.0,0.0,0.0,0.0,0.0,15.0,381.0,11.0,44.0,700
SSB Magala,0.0,0.0,0.0,0.0,0.0,2.0,52.0,1.0,6.166666666666667,701
D Jansen,0.0,0.0,0.0,0.0,0.0,4.0,53.0,1.0,4.666666666666667,702
Gurnoor Brar,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,3.5,703
R Goyal,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,4.0,704
H Sharma,0.0,0.0,0.0,0.0,0.0,5.0,62.0,0.0,5.0,705
N Burger,0.0,0.0,0.0,0.0,0.0,14.0,152.0,7.0,17.5,706
KT Maphaka,0.0,0.0,0.0,0.0,0.0,4.0,90.0,1.0,6.5,707
M Siddharth,0.0,0.0,0.0,0.0,0.0,6.0,72.0,1.0,9.666666666666666,708
MP Yadav,0.0,0.0,0.0,0.0,0.0,6.0,88.0,8.0,12.666666666666666,709
S Joseph,0.0,0.0,0.0,0.0,0.0,14.0,51.0,0.0,5.0,710
N Thushara,0.0,0.0,0.0,0.0,0.0,20.0,259.0,8.0,28.666666666666668,711
V Kaverappa,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,4.0,712
